Date,Treat,Loc,min.subniv
2/13/2017,ext,TH,-0.65
2/14/2017,ext,TH,-0.443333333
2/15/2017,ext,TH,-0.589166667
2/16/2017,ext,TH,-0.4525
2/17/2017,ext,TH,-0.555454545
2/18/2017,ext,TH,-0.216666667
2/19/2017,ext,TH,-0.1
2/20/2017,ext,TH,-0.078333333
2/21/2017,ext,TH,-0.015
2/22/2017,ext,TH,-0.23
2/23/2017,ext,TH,-0.730833333
2/24/2017,ext,TH,-1.131666667
2/25/2017,ext,TH,-0.439166667
2/26/2017,ext,TH,-0.548333333
2/27/2017,ext,TH,-0.845833333
2/28/2017,ext,TH,-0.3225
3/1/2017,ext,TH,-0.171666667
3/2/2017,ext,TH,-0.905833333
3/3/2017,ext,TH,-1.720833333
3/4/2017,ext,TH,-1.735833333
3/5/2017,ext,TH,-0.5325
3/6/2017,ext,TH,-0.073333333
3/7/2017,ext,TH,-1.903333333
3/8/2017,ext,TH,-7.688333333
3/9/2017,ext,TH,-10.2975
3/10/2017,ext,TH,-14.98666667
3/11/2017,ext,TH,-15.97875
3/12/2017,ext,TH,-15.20416667
3/13/2017,ext,TH,-9.756363636
3/14/2017,ext,TH,-13.67333333
3/15/2017,ext,TH,-13.5275
3/16/2017,ext,TH,-12.18916667
3/17/2017,ext,TH,-2.771666667
3/18/2017,ext,TH,-0.86
3/19/2017,ext,TH,-2.656666667
3/20/2017,ext,TH,-4.23
3/21/2017,ext,TH,-9.225
3/22/2017,ext,TH,-11.95
3/23/2017,ext,TH,-6.459166667
3/24/2017,ext,TH,-0.1325
3/25/2017,ext,TH,-0.314166667
3/26/2017,ext,TH,-0.255833333
3/27/2017,ext,TH,-3.855
3/28/2017,ext,TH,-5.245833333
3/29/2017,ext,TH,-4.318333333
3/30/2017,ext,TH,-0.109166667
3/31/2017,ext,TH,-5.256666667
4/1/2017,ext,TH,-5.209166667
4/2/2017,ext,TH,-4.345833333
4/3/2017,ext,TH,3.6425
